EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;657;0;282;499;1;0;0;0;0;1318;1,95;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBLE;LENÇÓIS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;50;0;0;0;0;962;42;461;845;1;42250;0;0;0;1139;3,05;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;6;0;0;0;0;399;1;370;325;1;1950;0;0;0;1230;2,75;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVG;VARGINHA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64;2;825;0;0;25824;17216;4606;1652;2052;3228;12;221925;0;0;96;17148;16,7833;538
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNDV;DIVINÓPOLIS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;58;4;999;0;0;21357;6554;3585;669;1772;2373;21;112887;0;0;189;31828;16,4333;643
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNJM;MANHUAÇU;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21;4;394;0;0;21600;4200;3541;412;1475;2400;12;78800;0;0;108;17725;11,8167;94
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNLN;LINHARES;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;62;0;726;0;0;31570;25420;6127;2344;2642;4510;11;297660;0;0;77;14958;19,0333;356
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNPD;PATOS DE MINAS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;73;2;892;0;0;30780;20805;4819;2029;2270;3420;12;254220;0;0;108;16930;17,7833;770
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNSS;SALINAS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;55;0;871;0;0;37620;22990;5658;2308;2449;4180;10;364078;0;0;90;13551;18,2167;535
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNTO;TEÓFILO OTONI;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;47;1;652;0;0;20349;15181;4081;1442;1756;2907;9;210596;0;0;63;12644;12,6333;298
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNZR;PARACATU;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11;0;122;0;0;22680;4455;4337;410;2081;3240;8;49410;0;0;56;10719;14,9833;72
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;32;0;368;0;0;24840;17664;3455;1689;1734;2760;5;203136;0;0;45;6266;11,7167;297
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SDOW;OURILÂNDIA DO NORTE;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18;0;210;0;0;4352;2448;816;241;390;544;4;28560;0;0;32;6010;3,11667;218
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SSGY;GUAÍRA;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21;0;260;0;0;38232;11151;8206;1026;3733;6372;12;138060;0;0;72;15467;25,3833;104
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SSUM;UMUARAMA;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5;0;80;0;0;8280;2300;3066;221;1329;2300;5;36800;0;0;18;6671;9,28333;30
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SSUV;UNIÃO DA VITÓRIA;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9;1;297;0;0;10045;1845;2103;209;923;1435;7;60885;0;0;49;10277;7;57
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SSVL;TELÊMACO BORBA;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20;1;247;0;0;8442;4020;2051;379;982;1407;7;49647;0;0;42;10218;7,46667;158
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBW;BARRA DO GARÇAS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;36;1;252;0;0;43200;14400;6384;1302;3225;4800;12;100800;0;0;108;15975;22,6;316
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;549;912;1;0;0;0;0;0;3,83333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;147;0;1057;0;0;127260;103929;16498;9466;8648;14140;20;747299;0;0;180;23352;59,05;1321
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBMY;MANICORÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34;1;414;0;0;18252;11492;4232;1115;1865;3042;9;139932;0;0;54;12535;13,5;350
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;130;0;0;0;0;811;98;533;761;1;98930;0;0;0;1067;3,51667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWBC;BARCELOS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;75;2;1146;0;0;42444;29475;9684;3002;4124;7074;18;450378;0;0;108;24676;28,8333;892
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;37;0;560;0;0;42180;26011;6734;2658;3216;5624;8;393680;0;0;60;9584;21,7833;451
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWMW;MAUÉS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19;2;395;0;0;12576;4978;2975;536;1426;2096;8;103490;0;0;48;11374;10,7167;236
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;461;724;2;0;0;0;0;0;3,6;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;490;0;245;362;1;0;0;0;0;1355;1,76667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;280;398;1;0;0;0;0;0;2,23333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBGP;GAVIÃO PEIXOTO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;10;0;0;0;0;32453;77;647;23160;3;77200;0;0;0;4204;4,58333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;298;501;1;0;0;0;0;0;1,95;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;20;0;0;0;0;0;0;1530;0;8;0;0;0;0;11270;11,6;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;116;84;3;0;0;0;0;0;1,93333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMG;MARINGÁ;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;5;0;0;0;0;674;2;301;519;1;2595;0;0;0;1299;2,08333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;20;0;0;0;0;342;4;189;243;1;4860;0;0;0;1411;1,43333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;661;0;373;440;4;0;0;0;0;6027;3,6;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;500;0;229;365;1;0;0;0;0;1371;1,75;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;288;496;1;0;0;0;0;0;1,96667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBZ;ARMAÇÃO DOS BÚZIOS;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;219;0;119;146;1;0;0;0;0;1504;0,816667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;104;1;1154;0;0;57987;39416;8596;3721;4497;6443;17;437366;0;0;153;22703;31,9333;880
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;53;0;0;0;0;34;1;88;23;1;1219;0;0;0;1512;0,683333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;9;0;55;0;0;3465;3465;515;300;261;385;1;21175;0;0;9;1339;1,75;51
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;209;0;3002;0;0;97020;80465;14562;8043;6931;10780;28;1155770;0;0;252;37869;50,25;2255
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;638;0;296;490;1;0;0;0;0;1304;2,03333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;101;143;1;0;0;0;0;0;0,8;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBAQ;ARARAQUARA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25;3;509;0;0;18252;4225;3002;438;1392;2028;12;86021;0;0;108;17808;11,0167;230
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;10;0;0;0;0;1313;4;567;998;2;4990;0;0;0;2633;4;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;65;0;0;0;0;1297;31;599;998;2;32435;0;0;0;2601;4,23333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;94;0;0;0;0;539;37;245;398;1;37412;0;0;0;1355;1,83333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;156;84;3;0;0;0;0;0;1,8;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;7;0;40;0;0;3465;2695;529;226;224;385;1;15400;0;0;9;1376;1,65;24
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;210;1;2531;0;0;97020;80850;14749;7733;6441;10780;28;974435;0;0;252;38359;47,8833;1845
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;53;0;0;0;0;290;11;266;218;1;11554;0;0;0;1334;1,88333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SIMK;FRANCA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;28;3;298;0;0;24300;7560;3830;726;1797;2700;10;80460;0;0;90;14203;13,5;301
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SNBA;BARRETOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;15;0;0;0;0;430;4;208;309;1;4635;0;0;0;1392;1,51667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBLE;LENÇÓIS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;453;0;200;324;1;0;0;0;0;1400;1,4;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;70;0;0;0;0;574;31;320;449;1;31430;0;0;0;1280;2,18333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20;0;709;0;0;5768;2060;1092;228;561;721;7;73027;0;0;56;10639;4,35;45
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBMG;MARINGÁ;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;657;0;288;501;1;0;0;0;0;1312;2;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;173;325;1;0;0;0;0;0;1,33333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBMY;MANICORÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27;1;260;0;0;27378;9126;4202;777;1957;3042;9;87880;0;0;81;12443;13,6833;28
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51;0;652;0;0;47943;38811;7972;3756;3917;6849;9;496172;0;0;63;10483;26,1667;465
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;10;0;0;0;0;654;4;264;490;1;4900;0;0;0;1336;1,83333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNGN;GARANHUNS;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;80;0;0;0;0;1388;13;604;940;5;15040;0;0;0;7396;4,86667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNHS;SERRA TALHADA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;39;0;525;0;0;36000;14625;7050;1366;3595;5250;14;196875;0;0;96;18805;25,6167;213
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNRU;CARUARU;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10;3;282;0;0;8712;1210;1442;129;858;968;8;34122;0;0;72;11942;6,8;60
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNTS;PATOS;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40;2;1640;0;0;22720;11360;5254;1423;2275;3692;13;465760;0;0;80;18525;17,75;397
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2026;1;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;340;0;197;243;1;0;0;0;0;1403;1,43333;0
